# MJD Mag Magerr
6.044447034719999647e+04 2.120762630000000115e+01 1.223074566685336956e-01
6.044744895830000314e+04 2.140027239999999864e+01 1.312930804371788274e-01
6.044746336809999775e+04 2.120830540000000042e+01 1.223391513157868205e-01
6.044945197919999919e+04 2.070924760000000120e+01 9.906144710203300396e-02
6.046044851850000123e+04 2.103546139999999909e+01 1.142771334541648059e-01
6.046135957179999969e+04 2.064434430000000020e+01 9.603412286055432179e-02
6.046245230319999973e+04 2.130420679999999933e+01 1.268122805293016853e-01
6.046445138890000089e+04 2.137834549999999822e+01 1.302703452305011833e-01
6.046842982640000264e+04 2.111201480000000075e+01 1.178478148097631822e-01
6.047042458330000227e+04 2.091419600000000045e+01 1.086208583251262183e-01
6.047140671299999667e+04 2.095312119999999823e+01 1.104364596376262997e-01
6.047245721059999778e+04 2.121357150000000047e+01 1.225847832410082855e-01
6.047641437500000029e+04 2.095111849999999976e+01 1.103430628526468338e-01
6.047643306709999888e+04 2.098262019999999950e+01 1.118123861962252580e-01
6.047742543979999755e+04 2.164204600000000056e+01 1.425702286871491087e-01
6.047945560190000106e+04 2.097898479999999921e+01 1.116428714875714046e-01
6.048144752310000331e+04 2.127735900000000058e+01 1.255600135117034000e-01
6.048147651619999669e+04 2.099082369999999997e+01 1.121950794572712240e-01
6.048243263889999798e+04 2.056972890000000120e+01 9.255380480184409453e-02
6.049143070599999919e+04 2.126727869999999854e+01 1.250898235646601964e-01
6.049145403939999960e+04 2.137170790000000054e+01 1.299607342837179602e-01
5.860747692129993811e+04 1.980487138176525974e+01 1.970046353432963748e-01
5.861747104169987142e+04 1.981839143907102851e+01 1.443123853278052426e-01
5.862846474540000781e+04 1.991675561554296792e+01 2.068562286698497898e-01
5.863445121529977769e+04 1.988064111115051702e+01 1.358887626389558290e-01
5.863746905090007931e+04 1.993286841355872951e+01 1.514386641699476954e-01
5.864644546299986541e+04 1.982926714750258412e+01 1.713661711438674851e-01
5.864947825230006129e+04 1.993841647389214344e+01 2.601593429830460491e-01
5.865847383099980652e+04 2.043563747857639612e+01 3.336587276936228696e-01
5.866146707180002704e+04 1.997264117689095642e+01 1.759492401973704878e-01
5.866547241900023073e+04 2.001738733563890804e+01 1.798363906029684656e-01
5.866845200229994953e+04 2.008198483098462717e+01 2.060832410963494843e-01
5.867445878469990566e+04 2.005971173368532945e+01 2.175368739330848511e-01
5.867747892360016704e+04 2.012919988567733753e+01 2.205827437151046400e-01
5.868046939809992909e+04 1.990372275553582426e+01 2.673924558700695453e-01
5.868646594909997657e+04 2.011258594265878941e+01 2.371697028287966247e-01
5.869340723379980773e+04 1.996784102201122835e+01 1.669419229854513242e-01
5.869640796299977228e+04 2.007670308031133288e+01 1.479639494922602438e-01
5.869943331019999459e+04 1.994215761230226391e+01 1.866925454746322655e-01
5.870440510419989005e+04 2.018636616810390194e+01 2.359947068635035172e-01
5.870440555559983477e+04 1.994683563956148120e+01 1.670438525830479637e-01
5.870540755790006369e+04 2.010537333946513883e+01 2.030671760375769019e-01
5.871247024310007691e+04 2.029260819392616710e+01 4.250695468033813262e-01
5.871738467589998618e+04 2.006833506636812103e+01 1.953848411087886761e-01
5.871743504629982635e+04 2.016793787747113953e+01 3.234155470710187164e-01
5.871743549769977108e+04 2.034869300818921900e+01 3.362273444979646531e-01
5.871843761570006609e+04 2.018118393806543054e+01 2.316501188200432437e-01
5.872240753469988704e+04 2.008820981674744388e+01 1.766045205318119982e-01
5.872340495370002463e+04 1.996164003901963468e+01 1.682050930542440259e-01
5.872342322919983417e+04 2.011416429498883929e+01 1.846444059742586852e-01
5.872342368059977889e+04 2.010433407642964454e+01 1.873244055501871175e-01
5.872532234949991107e+04 2.007844601807521201e+01 1.855476866319030471e-01
5.872542576389992610e+04 2.014758298174073303e+01 2.190229121299396564e-01
5.872542621529987082e+04 2.004490247031638361e+01 2.211307684378775729e-01
5.872642819439992309e+04 2.002274650695203917e+01 1.745912113259680820e-01
5.872642864579986781e+04 2.004833689156668797e+01 1.896546767021267399e-01
5.872738548609986901e+04 2.000251022167638482e+01 1.599720393416761977e-01
5.873030619210004807e+04 2.009139181409443253e+01 2.001407318823138770e-01
5.873030709489993751e+04 2.000699836439901702e+01 1.916389660123736238e-01
5.873238855319982395e+04 2.007754033267261562e+01 1.641287518396711831e-01
5.873439057870022953e+04 2.001784667265050643e+01 1.647177579058084207e-01
5.873449636569991708e+04 1.997791867358479934e+01 2.514546050434479096e-01
5.873540637730015442e+04 2.016724337732004457e+01 1.908190837874051693e-01
5.873644704859983176e+04 2.018468670753280847e+01 2.076065911527356922e-01
5.873644979170011356e+04 1.991977960880401710e+01 1.683985535477345863e-01
5.873744324069982395e+04 2.000646809456329223e+01 2.823894127781943486e-01
5.873747237269999459e+04 2.018182643353950567e+01 2.349738874239890862e-01
5.874419454859988764e+04 1.987125051513412188e+01 1.907856673761885447e-01
5.874519467590004206e+04 2.017767047554233883e+01 2.394247011802515812e-01
5.874719457180006430e+04 2.015420733864372238e+01 1.930164972376456067e-01
5.874819344910001382e+04 2.020286251781812581e+01 2.580206217522285073e-01
5.874919523150008172e+04 2.006678181350781998e+01 1.995837272416327579e-01
5.875019553240016103e+04 2.018806459994602065e+01 2.490029940484165261e-01
5.875119315969990566e+04 2.014942087495239775e+01 2.111511575602775526e-01
5.875126874999981374e+04 2.007382013514825303e+01 2.604427268506868121e-01
5.875126920140022412e+04 2.020743100472330411e+01 2.648073936186461363e-01
5.875419285879982635e+04 2.023605219409144951e+01 2.307300242461818862e-01
5.875716648150002584e+04 2.028740692342575258e+01 2.598255177061303822e-01
5.875718237269995734e+04 2.033339813317527245e+01 2.780439034590113656e-01
5.875718724540015683e+04 2.019355938965172825e+01 2.292133478084122100e-01
5.875718769680010155e+04 2.011943934309041637e+01 2.041886224465408739e-01
5.875737895830022171e+04 2.013439349021671632e+01 2.037045150323482934e-01
5.875820966440020129e+04 2.011475288059057220e+01 2.003584716576789215e-01
5.876019402780011296e+04 2.020853665621805106e+01 2.099366173428002247e-01
5.876119304399983957e+04 2.026863998476337514e+01 2.873075324958165866e-01
5.876219223379995674e+04 2.019434186403518083e+01 2.228332219359345223e-01
5.876226401619985700e+04 2.016454792260116236e+01 2.408941998130431361e-01
5.876226446759980172e+04 2.011225891167786983e+01 2.617970747630660178e-01
5.876319359950022772e+04 2.031415137273875260e+01 3.071229985882774627e-01
5.876433890049997717e+04 2.009489677150006059e+01 2.082585371722666390e-01
5.876436796300020069e+04 2.010095677574028272e+01 2.250044671303146893e-01
5.876436841440014541e+04 2.024050762199772535e+01 2.499674544233500273e-01
5.877418759260000661e+04 2.019381920012426335e+01 2.500790886656013567e-01
5.878118774309987202e+04 2.014387931117667208e+01 4.055310728239685525e-01
5.878522427080012858e+04 2.008154211157449254e+01 2.127484595678022505e-01
5.879116252310015261e+04 2.000196906740182357e+01 2.248888022980585766e-01
5.879117218750016764e+04 2.018302264353018316e+01 2.774789410074421925e-01
5.879417391199991107e+04 2.003834262928450372e+01 2.121080275870642629e-01
5.879515217590006068e+04 2.015606229995314180e+01 3.169185993629926590e-01
5.879716329859988764e+04 1.997433542289573793e+01 3.063452173925946265e-01
5.879717400459991768e+04 2.017206978397913986e+01 4.324055176192226901e-01
5.880618410879978910e+04 2.045531491375059829e+01 2.522027945960204076e-01
5.881118060189997777e+04 2.010380859366044959e+01 2.321595235107888899e-01
5.881409894679998979e+04 2.058358359653107428e+01 6.919412546597791813e-01
5.882015534720011055e+04 2.039515991085585966e+01 5.952782762546288131e-01
5.885015126160020009e+04 2.012599180261842235e+01 3.582937212819838346e-01
5.885908334490004927e+04 2.033017901911202330e+01 4.302531994299240714e-01
5.886212170139979571e+04 2.027698432592035971e+01 2.853169623911776531e-01
5.887215908560017124e+04 2.060697419358451299e+01 4.877603916434410380e-01
5.898745116900000721e+04 2.048093272155545819e+01 3.352665273258264023e-01
5.899247048609983176e+04 2.038201048094548185e+01 2.634633515997781839e-01
5.899642243060003966e+04 2.039535867723222040e+01 2.716028559655068730e-01
5.900244645830010995e+04 2.042323708031772611e+01 3.818832817757655818e-01
5.901047090280009434e+04 2.071591300322862850e+01 4.810038774544930229e-01
5.901639362270012498e+04 2.058550625429152703e+01 5.883643468923712705e-01
5.901934449069993570e+04 2.080596386932431230e+01 4.100891516297557327e-01
5.902238825230021030e+04 2.058843389330432316e+01 3.360925574137545446e-01
5.902534635420003906e+04 2.059946611951247775e+01 3.759984799805075051e-01
5.902838912039995193e+04 2.064278940328243550e+01 3.492288188128519488e-01
5.903134846059978008e+04 2.048142456940090739e+01 3.906426898124474856e-01
5.903446951390011236e+04 2.038458931057565593e+01 3.314486252099089758e-01
5.903735324069997296e+04 2.136895036438589912e+01 1.070987145829593201e+00
5.904046600690018386e+04 2.057353528408041754e+01 3.403711721590377826e-01
5.904337063660006970e+04 2.043384801853725463e+01 2.968824074139143065e-01
5.904637179399980232e+04 2.063463047201797096e+01 3.155779949825457398e-01
5.904649114579986781e+04 2.046553355946881680e+01 3.232824817586364419e-01
5.904944644680013880e+04 2.051230613806864866e+01 2.941708968987464812e-01
5.905244405090017244e+04 2.056183814478192673e+01 2.643980268090348473e-01
5.905249427080014721e+04 2.053617157373424362e+01 3.960013193145671684e-01
5.905338386570010334e+04 2.052113297154492955e+01 2.738556955357391853e-01
5.905449157410021871e+04 2.060462507655149977e+01 3.700489548908097448e-01
5.905539863430010155e+04 2.051574641865574122e+01 2.721793439088647237e-01
5.905741427080007270e+04 2.051329521193050809e+01 2.831100311173335715e-01
5.905940128469979391e+04 2.053745142915937549e+01 2.930863821749835063e-01
5.906035006939992309e+04 2.058925526707795939e+01 3.096859761685095691e-01
5.906245421299990267e+04 2.055541563743581079e+01 3.098832914289760820e-01
5.906633146989997476e+04 2.068656475272437234e+01 5.563277006855207318e-01
5.906844466440007091e+04 2.055687455675885289e+01 3.944764282919819842e-01
5.906850399310002103e+04 2.064741829405008744e+01 4.898394918781358021e-01
5.907034089120011777e+04 2.056887262349580325e+01 4.001918678230305670e-01
5.907140430560009554e+04 2.070545847194512845e+01 3.863003886342266102e-01
5.907143313660006970e+04 2.086517246912438850e+01 4.709419712335519148e-01
5.907238694440014660e+04 2.060683247831579834e+01 4.599945141932854642e-01
5.907336354169994593e+04 2.059308761995620074e+01 3.821554395145669858e-01
5.907446903940010816e+04 2.055667102386428269e+01 5.157148958529249594e-01
5.907539269680017605e+04 2.058184405687542551e+01 3.363795496326318912e-01
5.907734420139994472e+04 2.052659261550015302e+01 2.633069036855328338e-01
5.907738483799993992e+04 2.050226482245409798e+01 2.715822318328095508e-01
5.908038912039995193e+04 2.068315773865869289e+01 3.590048173946838728e-01
5.908040361109981313e+04 2.055410059656518484e+01 3.193758515066327797e-01
5.908130175929982215e+04 2.067301840168449090e+01 4.071482634149229951e-01
5.908234475689986721e+04 2.194287239126341404e+01 3.138193299866646857e+00
5.908435909719998017e+04 2.038423629960806238e+01 2.242504562379176447e-01
5.908534262729994953e+04 2.070606905366361516e+01 2.784690982680675386e-01
5.908830432870006189e+04 2.064568856624708815e+01 4.510030932899201095e-01
5.908927103010006249e+04 2.055914809746639449e+01 3.687789430814297220e-01
5.909040481479978189e+04 2.057172365390741575e+01 3.371896046560383664e-01
5.909126906249998137e+04 2.084181761985280446e+01 5.887101028892716137e-01
5.909226989579992369e+04 2.035572876553165855e+01 3.246592967634153171e-01
5.909734370370022953e+04 2.077963615983390611e+01 5.615903543827100997e-01
5.910630226849997416e+04 2.078608032054462740e+01 5.347067199320760800e-01
5.910735451389988884e+04 2.055208832918829032e+01 3.736963996772319496e-01
5.910930108800018206e+04 2.066145566903812991e+01 3.693605468540550052e-01
5.910933247689995915e+04 2.077328886038012001e+01 5.386789134040378402e-01
5.911227920140000060e+04 2.083350932518335341e+01 4.357991331626128173e-01
5.911230836809985340e+04 2.054860484759724670e+01 2.739215495156828717e-01
5.911521857640007511e+04 2.065414465945385913e+01 3.098712971566723873e-01
5.911525935189984739e+04 2.077362660904917391e+01 4.072009657939958949e-01
5.911623914350010455e+04 2.083986528545313277e+01 4.553076062167783489e-01
5.911724310189997777e+04 2.080678213170648050e+01 4.834724782090463746e-01
5.911836807869980112e+04 2.074515847552270742e+01 3.837655265957624628e-01
5.911922805560007691e+04 2.062818061627695343e+01 4.103003012384698889e-01
5.912023759259982035e+04 2.093226879621180103e+01 7.975979021659225232e-01
5.912128126160008833e+04 2.078069884249168808e+01 5.754947931968688035e-01
5.912224699069978669e+04 2.066510113161206874e+01 5.060610057246325288e-01
5.912524037039978430e+04 2.106332973712484957e+01 7.647188100278522471e-01
5.912929851849982515e+04 2.085529178791229654e+01 5.535070615656688675e-01
5.913126781249977648e+04 2.051122258644058860e+01 2.896559540202348071e-01
5.913423987270006910e+04 2.099401693605145169e+01 4.667635043270488837e-01
5.913624461810011417e+04 2.073074851283272579e+01 3.392400035249222845e-01
5.913822410879982635e+04 2.084948779070257885e+01 4.555096795570879875e-01
5.914018515049992129e+04 2.060494541901160304e+01 3.461662177657344186e-01
5.914417553240014240e+04 2.115338668970925795e+01 7.521951060703452319e-01
5.914924729169998318e+04 2.043397167450146767e+01 5.003425047260965375e-01
5.915117696759989485e+04 2.132524559535267983e+01 9.595257018610779953e-01
5.915315232639992610e+04 2.045875821799512551e+01 5.358565681737944564e-01
5.915515293980017304e+04 2.077821162821387446e+01 4.180724770935469459e-01
5.916420390050020069e+04 2.084401550743931963e+01 4.871282573681487427e-01
5.916921763890003785e+04 2.124776081657662985e+01 6.761645949028319835e-01
5.917117782410001382e+04 2.061925493350846494e+01 3.573140721350758220e-01
5.917317504630004987e+04 2.103682454643602995e+01 5.714418009871485848e-01
5.917813721060007811e+04 2.084480867389254755e+01 5.118585902712549096e-01
5.918015368060022593e+04 2.135580585050253077e+01 1.632622766104188550e+00
5.918213670139992610e+04 2.046222178716749340e+01 4.577563297580424240e-01
5.918413968749996275e+04 2.055782214561887145e+01 3.969846837664357531e-01
5.918616156250005588e+04 2.073534182728654685e+01 8.359649626447716031e-01
5.918813662040000781e+04 2.065279076538551806e+01 4.011147908670652518e-01
5.919516328699979931e+04 2.071603776939316433e+01 3.754838885116135172e-01
5.919816339119989425e+04 2.051831921240975021e+01 3.588043465234000418e-01
5.919916012729983777e+04 2.058160632146818969e+01 4.423636983070837747e-01
5.919916105319978669e+04 2.087722046291538192e+01 6.256464144470474942e-01
5.920015614579990506e+04 2.173499846563439419e+01 1.919370028585777765e+00
5.920216478009987622e+04 2.113249045366394085e+01 7.231179767764781552e-01
5.920410141200013459e+04 2.058008108520888157e+01 4.105972725815467683e-01
5.920410234950017184e+04 2.048910469376572507e+01 3.066950877436719347e-01
5.921020244209980592e+04 2.030164460935275628e+01 5.297784639773763793e-01
5.921614473380008712e+04 2.051179333832988760e+01 3.437307647226933160e-01
5.922013761569978669e+04 2.067939210105432579e+01 3.717574903132843667e-01
5.922415326389996335e+04 2.070935489402023677e+01 5.097198029757342708e-01
5.922618229170003906e+04 2.150461109813993943e+01 3.658050223202364837e+00
5.922816248840000480e+04 2.115523726600050480e+01 1.231797759635240075e+00
5.932448613430000842e+04 2.082806594737112604e+01 6.080641329985803090e-01
5.935341143519990146e+04 2.093250822012954515e+01 6.068666574187084883e-01
5.935646557869995013e+04 2.070216189146901442e+01 4.712303795026524522e-01
5.936345042819995433e+04 2.034300971225302490e+01 3.899887990795918857e-01
5.936645750000001863e+04 2.057757607197389760e+01 3.743654663090893453e-01
5.936941416670009494e+04 2.119849557230111614e+01 5.921080573163111094e-01
5.937141628469992429e+04 2.067582477132745566e+01 3.763483291103534301e-01
5.937441398150008172e+04 2.077635700535221019e+01 4.522853242651420635e-01
5.937641163189988583e+04 2.079472407771032039e+01 4.199639999270623480e-01
5.937744596059992909e+04 2.085783488056831203e+01 3.819396568880721321e-01
5.937842868060013279e+04 2.079996989561607634e+01 4.469000001351667861e-01
5.937943284719996154e+04 2.062723930016490925e+01 3.029000574000030865e-01
5.938242305559990928e+04 2.088916885330309370e+01 4.736651229875250002e-01
5.938438791669998318e+04 2.097411811492177236e+01 5.621839305658156150e-01
5.938542438660003245e+04 2.092846814237567443e+01 4.448277672894265233e-01
5.938645446760021150e+04 2.074728163663110081e+01 3.482589796380718972e-01
5.939145318289985880e+04 2.081361433275153772e+01 6.587664285964206501e-01
5.939438089120015502e+04 2.112072304842460468e+01 7.839198942113423385e-01
5.939644429400004447e+04 2.089594209138873282e+01 5.629481348043519073e-01
5.940039020830020308e+04 2.108730222557324652e+01 4.491768187445557281e-01
5.940234531249990687e+04 2.083786714463487755e+01 5.115296996149838460e-01
5.940438526620017365e+04 2.101636784432201921e+01 5.114417116097836891e-01
5.940839276620000601e+04 2.095130636849298256e+01 4.802338708947164747e-01
5.941045072920015082e+04 2.065938152956487528e+01 3.699320415672830986e-01
5.941244886570004746e+04 2.067842889246267646e+01 4.011873151470353727e-01
5.941544461809983477e+04 2.091270987325579966e+01 4.437818259613657834e-01
5.942244534720014781e+04 2.105320119965929138e+01 6.365272697917283562e-01
5.942428340280009434e+04 2.092401465518916837e+01 6.155491175727908493e-01
5.942637123840022832e+04 2.088163320673791290e+01 4.503283493187082986e-01
5.942832917820010334e+04 2.093456721588318103e+01 4.330349445844736689e-01
5.943032550929998979e+04 2.085410336960699595e+01 3.854732913775898995e-01
5.943540813660016283e+04 2.063981221971655344e+01 3.146316051266036529e-01
5.943840123840002343e+04 2.109941721011912463e+01 6.296085467581886697e-01
5.944040856479993090e+04 2.058923679959161746e+01 3.262904761524083042e-01
5.944334645830001682e+04 2.093787054149692750e+01 5.721845869215965719e-01
5.945041289350017905e+04 2.080939994777748936e+01 1.132942679245446671e+00
5.945322400460019708e+04 2.063156221553562730e+01 3.471191455032371920e-01
5.945524447919987142e+04 2.076896869062802864e+01 3.851308924922980381e-01
5.945930089120008051e+04 2.079133659883780538e+01 4.070451117335424085e-01
5.946124511570017785e+04 2.088751070757478345e+01 3.680146303265896535e-01
5.946324667820008472e+04 2.086134347355935859e+01 4.463361460335903974e-01
5.946532363429991528e+04 2.104813206914286638e+01 5.106726900758720156e-01
5.946722339119995013e+04 2.075366191226767398e+01 3.874487406902443198e-01
5.946926068289997056e+04 2.074694899769475498e+01 4.785467379948864508e-01
5.947128730319999158e+04 2.066315952772112041e+01 3.759721229577395740e-01
5.947336747690010816e+04 2.101207851719548714e+01 4.455586897432458060e-01
5.947625244210008532e+04 2.095870288601474130e+01 6.954862197399960255e-01
5.947832972220005468e+04 2.451133199480651115e+01 3.042816907405486404e+01
5.948032842590007931e+04 2.109394920245073024e+01 6.197485172173768930e-01
5.948526450229994953e+04 2.094128628315651497e+01 7.561420657585554705e-01
5.948726223379978910e+04 2.081448305135585031e+01 3.990905221309834494e-01
5.948932354169990867e+04 2.087764947558585504e+01 5.354040449467581952e-01
5.949128188659995794e+04 2.104373247993816420e+01 5.683663316644032015e-01
5.949736196759995073e+04 2.075367327950906926e+01 4.090282862842932743e-01
5.950240515050012618e+04 2.136534391928907795e+01 1.760019781051820775e+00
5.950423965279990807e+04 2.112447912715221321e+01 8.639431614298277440e-01
5.951024215279985219e+04 2.101009585390187695e+01 6.674807501867341397e-01
5.951720131940022111e+04 2.091758880671473264e+01 4.325727717594826660e-01
5.952031050929985940e+04 2.058934761116843504e+01 3.547257471941997475e-01
5.952222643519984558e+04 2.112105511658699086e+01 5.006089735824243991e-01
5.952415724539989606e+04 2.108575533822475734e+01 5.128172195182443271e-01
5.952620535880001262e+04 2.096842987383016066e+01 4.406992915270273037e-01
5.952923766200011596e+04 2.149639094291448416e+01 8.855617016311240208e-01
5.953130340280011296e+04 2.109416965089916474e+01 5.866080760530489879e-01
5.953629547449992970e+04 2.270811235580811172e+01 4.427503618025409260e+00
5.954211287039984018e+04 2.118193705991414433e+01 5.751355303088770965e-01
5.973138932870002463e+04 2.158906976215961748e+01 9.522928642026408097e-01
5.973345275459997356e+04 2.116964542714311648e+01 6.460468189663388650e-01
5.973545346060022712e+04 2.135469810676300284e+01 6.889269711335338497e-01
5.973841377309989184e+04 2.155801623369836406e+01 8.227797090317563455e-01
5.974043238430004567e+04 2.156127350902242057e+01 7.818782605771045224e-01
5.974244958329992369e+04 2.094068167734676678e+01 6.274407061644120542e-01
5.974445097219990566e+04 2.068618315120714257e+01 5.854978813098552504e-01
5.974939743060013279e+04 2.161666682021305164e+01 1.151997789372281922e+00
5.975144942130008712e+04 2.132351815299384867e+01 8.433720629915696376e-01
5.975542799769993871e+04 2.122063904679816559e+01 5.150620433824615318e-01
5.975738349540019408e+04 2.108124782946985221e+01 6.079953138298229698e-01
5.975742746530007571e+04 2.141922843678777255e+01 8.137264990055568248e-01
5.975944524310017005e+04 2.127112040232953660e+01 6.414932571314534426e-01
5.976340131939994171e+04 2.107375012024228411e+01 5.299825026748815615e-01
5.976540903940005228e+04 2.109302561105491236e+01 5.303717276175949902e-01
5.976838516200007871e+04 2.123838458888022274e+01 6.141804591936922408e-01
5.976845666670007631e+04 2.113845064929471462e+01 4.726123620269119807e-01
5.977041467589978129e+04 2.115704617006027632e+01 5.564107406070510908e-01
5.977045482640014961e+04 2.161084370891792261e+01 7.476773507668239560e-01
5.978136839119996876e+04 2.127377609605428432e+01 7.254753395504860425e-01
5.978143160879984498e+04 2.139897869138148678e+01 1.114994132861461207e+00
5.978334150459989905e+04 2.129474162192281739e+01 6.040569866988684256e-01
5.978534392359992489e+04 2.139393390559281727e+01 6.668693330570539812e-01
5.978736645830003545e+04 2.107081337123563358e+01 5.775914426605601726e-01
5.978938057869998738e+04 2.151544639084723798e+01 9.123974055021255580e-01
5.979330866899993271e+04 2.118596843761191906e+01 6.791186786836066469e-01
5.979532505790004507e+04 2.174516927828753055e+01 1.026260383899839201e+00
5.979838601850019768e+04 2.125625923213324242e+01 5.303832250176608865e-01
5.980344728010008112e+04 2.114337481644885131e+01 8.534483623354849335e-01
5.980826402779994532e+04 2.200049548766845575e+01 1.569546488436986742e+00
5.981024519680021331e+04 2.131146175528685660e+01 8.259173675172869489e-01
5.981228874999983236e+04 2.142227180931005392e+01 7.180734504933458107e-01
5.981432512729987502e+04 2.154774183150455258e+01 7.592605525462813310e-01
5.981627840280020609e+04 2.130154261211668043e+01 6.411699281925536953e-01
5.981832456019986421e+04 2.139593910765349705e+01 6.314528016859252135e-01
5.982027562499977648e+04 2.131581687499676292e+01 6.224933150953195771e-01
5.982233039350016043e+04 2.143952910410812507e+01 7.830935447169017349e-01
5.982426900460012257e+04 2.161228135376426707e+01 8.365293848668067245e-01
5.982632891200017184e+04 2.116734147891137141e+01 5.468600217737792368e-01
5.982938434030022472e+04 2.160921598585821002e+01 9.517502057272561045e-01
5.983922266199998558e+04 2.129646898541081868e+01 6.936430354647447061e-01
5.983929067130014300e+04 2.092825787954459926e+01 4.675727832004855644e-01
5.984120619209995493e+04 2.132134703397609243e+01 5.974090702194628788e-01
5.984128471060004085e+04 2.146177087322887900e+01 9.210562180249765030e-01
5.984332413189997897e+04 2.120932612077230317e+01 5.785178645785400420e-01
5.984524599540000781e+04 2.145708370905560969e+01 7.005827803681811128e-01
5.984730127310007811e+04 2.102613200355746415e+01 5.167075842197942359e-01
5.984922473380016163e+04 2.119952512223319374e+01 5.887425939970378774e-01
5.985121979170013219e+04 2.164354519707793401e+01 9.817193925439683388e-01
5.985332104169996455e+04 2.117916308066045872e+01 5.123661274893169804e-01
5.985532034720014781e+04 2.112613893682233268e+01 6.041752142001618475e-01
5.985729641199996695e+04 2.096856207485658530e+01 5.551566612379601473e-01
5.985940361109981313e+04 2.142896302917721485e+01 9.519260190927926191e-01
5.986330480320006609e+04 2.178306485018719485e+01 1.674319228840452034e+00
5.986522353010019287e+04 2.053747299418491679e+01 3.648332014151674518e-01
5.986721973379980773e+04 2.117494843579212827e+01 6.009225789246699367e-01
5.987034968749992549e+04 2.175359223708748146e+01 1.011972639426051757e+00
5.987227810190012679e+04 2.133927136975394845e+01 6.797223801363548867e-01
5.987422012729989365e+04 2.113602091383231851e+01 5.658022741082087137e-01
5.987724215279985219e+04 2.081335756245082180e+01 3.937279242201096596e-01
5.987924136570002884e+04 2.134140704192715532e+01 6.350905892895586380e-01
5.988134292820002884e+04 2.102510440199061037e+01 4.977382516221253161e-01
5.988215269679995254e+04 2.099616246863364921e+01 4.285112601591540837e-01
5.988720381940016523e+04 2.157714191994023878e+01 1.281759660713577720e+00
5.988921561340009794e+04 2.052221411160807207e+01 5.752011993093799624e-01
5.989615836809994653e+04 2.146801011192534503e+01 8.555161241013756745e-01
5.989815711810020730e+04 2.114232694452102734e+01 5.910950994685862936e-01
5.990218393519986421e+04 2.089463429008309703e+01 5.199655605869986097e-01
5.990415924770012498e+04 2.093472254682915334e+01 4.634499538579570643e-01
5.990617920139990747e+04 2.085924172304510904e+01 4.345468537909352724e-01
5.990811674770014361e+04 2.090636171308531388e+01 6.839276785061690900e-01
5.991013652780000120e+04 2.164567719348850972e+01 8.019464829482944035e-01
5.991311628470011055e+04 2.137893781541855631e+01 6.697694199685392258e-01
5.992222287040017545e+04 2.087094235092881434e+01 6.386550126218116796e-01
5.992415572920022532e+04 2.075874753274996820e+01 5.469555204971132678e-01
5.993021896990016103e+04 2.098355803232592720e+01 5.429004566371499196e-01
5.993320038190018386e+04 2.151904542278474608e+01 1.310442650230090100e+00
5.995812472219998017e+04 2.101296716546112364e+01 5.719278144169009925e-01
6.009843704860005528e+04 2.109404246241066261e+01 9.211002176523803708e-01
6.010342923610005528e+04 2.069054849696794562e+01 4.323683086671110121e-01
6.011041162039991468e+04 2.144231643668940279e+01 8.555622171869904369e-01
6.011343128470005468e+04 2.106233125180848731e+01 4.646366036627143647e-01
6.011641282409988344e+04 2.114634596884325290e+01 7.270777205842779978e-01
6.011943546300008893e+04 2.081462384513592667e+01 3.916728411189948078e-01
6.012142112269997597e+04 2.105729067921717856e+01 5.506351356041051526e-01
6.012340567129990086e+04 2.203302460719009304e+01 1.365222433873072738e+00
6.012540895830001682e+04 2.116354823932539730e+01 6.070558902641026711e-01
6.012743226849986240e+04 2.151401326158146077e+01 9.383433128244060839e-01
6.013334633099986240e+04 2.094886931100048599e+01 6.973345485460572535e-01
6.013540971060004085e+04 2.110552873812660124e+01 5.708527754784743502e-01
6.013738072919985279e+04 2.152861934479242123e+01 9.081763113196233972e-01
6.013943662039982155e+04 2.130963075505892235e+01 7.011756269001431230e-01
6.014135784719977528e+04 2.162545303458125900e+01 8.795925681415412978e-01
6.014443075230019167e+04 2.125639122128715996e+01 6.435434427894238807e-01
6.014844410880003124e+04 2.138915062845256543e+01 6.802400961166037430e-01
6.015042787039978430e+04 2.185947127155427694e+01 1.108176722438719786e+00
6.015543091440014541e+04 2.120770769651915444e+01 6.244229458746965999e-01
6.015934142359998077e+04 2.132303766719886795e+01 1.204214465651800348e+00
6.016240436339983717e+04 2.177326425237059482e+01 1.226693566604714736e+00
6.016536774310003966e+04 2.130953392098886212e+01 6.214458148587853614e-01
6.017138368060020730e+04 2.183764027895960780e+01 1.110224847326137354e+00
6.017433791670016944e+04 2.123355908574171025e+01 5.357288097574435248e-01
6.017439596060011536e+04 2.173674713158587224e+01 7.007776977190872669e-01
6.017934289349988103e+04 2.126654014701761852e+01 6.101762119626858993e-01
6.018136354169994593e+04 2.144405495306689247e+01 8.191833083032463714e-01
6.018340923610003665e+04 2.145082844914942299e+01 7.310163947611900692e-01
6.018547246530000120e+04 2.160418748439852266e+01 8.844670600597654975e-01
6.019226317129982635e+04 2.127411858877156448e+01 1.676670750071803662e-01
6.019233166670007631e+04 2.124039779471254974e+01 6.529727242434268941e-01
6.019428710650000721e+04 2.141064880857106800e+01 8.349613309238296255e-01
6.019638880789978430e+04 2.131636151320527972e+01 5.152275104264895100e-01
