###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
58401.442097  16.949  0.495   603  298 o  0   0.29 341.47850  37.72398  9510.59    35.28 3.45 3.02 -80.8 -0.444 19.28 20.98 01a58401o0085o
58401.454118  18.195  0.091   191   17 o  0   1.65 341.47850  37.72398    98.94   145.54 3.23 3.17 -22.1 -0.462 19.30 20.97 01a58401o0109o
58402.388954  18.732  0.143   117   17 o  0   0.88 341.47850  37.72398  3034.88  8094.38 3.32 2.98 -86.5 -0.456 19.21 20.85 01a58402o0392o
58402.401781  18.417  0.095   156   15 o  0   1.19 341.47850  37.72398  3057.35  8130.62 3.20 2.92 -78.6 -0.457 19.16 20.82 01a58402o0418o
58402.409560  18.455  0.104   151   16 o  0   1.01 341.47850  37.72398  2997.50  8051.69 3.31 2.94 -80.1 -0.444 19.18 20.78 01a58402o0431o
58402.429789  18.761  0.134   114   15 o  0   1.17 341.47850  37.72398  2982.03  8167.03 3.41 3.03 -77.2 -0.438 19.12 20.76 01a58402o0467o
58403.419122  20.786  2.029    18   36 c  0   1.05 341.47850  37.72398  1089.63  9429.22 2.60 2.39  -1.9 -0.447 18.18 19.87 02a58403o0464c
58403.429449  19.035  0.145    88   13 c  0   0.80 341.47850  37.72398  1058.87  9390.39 2.56 2.35  -2.6 -0.451 19.59 21.55 02a58403o0485c
58403.430903  19.030  0.202    89   18 c  0   1.01 341.47850  37.72398 10468.25  9508.93 2.69 2.42  40.0 -0.439 19.41 21.38 02a58403o0488c
58403.439670  19.098  0.142    83   12 c  0   1.33 341.47850  37.72398  1120.73  9465.51 2.60 2.39  -1.3 -0.451 19.49 21.39 02a58403o0506c
58403.441323  18.901  0.094   100    9 c  0   1.96 341.47850  37.72398 10451.44  9469.47 2.67 2.44  35.4 -0.429 19.50 21.42 02a58403o0509c
58403.446148  18.823  0.244   107   26 c  0   1.01 341.47850  37.72398 10514.76  9550.17 2.63 2.42  34.9 -0.435 19.31 21.14 02a58403o0519c
58403.447062  19.115  0.162    82   13 c  0   1.40 341.47850  37.72398  1137.62  9344.79 2.55 2.32   0.6 -0.461 19.42 21.24 02a58403o0521c
58403.461280  18.394  0.981   159  156 c  0   0.15 341.47850  37.72398 10528.70  9432.71 2.69 2.43  40.6 -0.433 19.57 21.45 02a58403o0551c
58407.373721  18.929  0.170    97   16 o  0   1.23 341.47850  37.72398  2572.41 10376.93 2.21 1.94  16.6 -0.444 19.11 20.07 02a58407o0377o
58407.384655  18.486  0.076   146   11 o  0   1.37 341.47850  37.72398  2554.48 10337.16 2.22 1.99  12.8 -0.450 19.50 20.65 02a58407o0398o
58407.395533  19.054  0.841    87   73 o  0   0.88 341.47850  37.72398  2597.57 10413.97 2.26 1.94  14.7 -0.460 18.15 19.29 02a58407o0419o
58407.406605  18.742  0.090   116   10 o  0   1.47 341.47850  37.72398  2626.86 10291.98 2.32 2.09  12.2 -0.460 19.59 20.94 02a58407o0440o
58408.380837  18.638  0.108   127   14 o  0   1.26 341.47850  37.72398  7621.00   114.03 2.18 1.98  58.8 -0.471 19.48 20.39 02a58408o0415o
58408.393196  18.480  0.107   147   16 o  0   1.14 341.47850  37.72398  7603.98    75.12 2.16 1.96  55.5 -0.455 19.46 20.34 02a58408o0441o
58408.398914  18.532  0.091   140   13 o  0   1.31 341.47850  37.72398  7663.25   152.61 2.09 1.95 -85.8 -0.459 19.45 20.34 02a58408o0453o
58408.416159  17.794  1.393   277  386 o  0   0.23 341.47850  37.72398  7679.45    35.56 2.36 2.00  42.7 -0.450 19.47 20.39 02a58408o0489o
58409.370690  18.574  0.157   135   21 o  0   0.97 341.47850  37.72398  9792.60  1280.39 3.59 2.92 -82.3 -0.453 19.05 20.32 01a58409o0217o
58409.381266  18.476  0.132   148   20 o  0   1.10 341.47850  37.72398  9825.80  1318.47 3.56 2.81 -83.8 -0.459 19.10 20.35 01a58409o0238o
58409.382803  20.252  0.669    29   19 o  0   1.36 341.47850  37.72398   422.24  1425.72 3.03 2.98  64.5 -0.457 19.11 20.39 01a58409o0241o
58409.391972  18.516  0.123   142   18 o  0   1.31 341.47850  37.72398  9764.21  1243.68 3.44 2.82 -81.0 -0.460 19.13 20.37 01a58409o0259o
58409.393783  18.501  0.134   144   19 o  0   1.00 341.47850  37.72398   440.43  1463.76 3.06 3.04 -89.1 -0.448 19.09 20.42 01a58409o0262o
58409.402916  18.534  0.134   140   19 o  0   0.91 341.47850  37.72398  9750.76  1363.27 3.59 2.82 -84.2 -0.462 19.11 20.41 01a58409o0280o
58409.404654  18.267  0.121   179   22 o  0   0.96 341.47850  37.72398   378.10  1382.56 2.99 2.96 -51.0 -0.455 19.15 20.49 01a58409o0283o
58409.415482  18.123  0.086   204   18 o  0   3.05 341.47850  37.72398   367.02  1499.16 3.06 2.99 -82.4 -0.454 19.11 20.47 01a58409o0304o
58412.374305  18.930  0.198    97   19 o  0   1.26 341.47850  37.72398  9756.14   209.28 2.69 2.09  41.7 -0.452 19.10 19.59 02a58412o0405o
58412.382311  18.602  0.171   132   22 o  0   1.06 341.47850  37.72398  9739.50   168.26 2.75 2.16  44.2 -0.435 19.06 19.58 02a58412o0422o
58412.395783  18.579  0.191   134   26 o  0   0.97 341.47850  37.72398  9800.18   249.14 3.03 2.13  36.5 -0.434 19.02 19.55 02a58412o0451o
58412.399165  18.619  0.157   130   20 o  0   1.11 341.47850  37.72398  9815.73   129.18 2.42 2.02  46.5 -0.448 19.06 19.55 02a58412o0458o
58414.360644  18.622  0.236   129   30 o  0   1.07 341.47850  37.72398  1066.69  9614.16 3.25 2.77 -81.7 -0.473 18.54 19.45 01a58414o0375o
58414.370320  18.869  0.322   103   33 o  0   1.22 341.47850  37.72398  1083.55  9652.29 3.25 2.72 -81.7 -0.476 18.54 19.39 01a58414o0396o
58414.376433  18.285  0.170   176   30 o  0   1.11 341.47850  37.72398  1006.27  9690.31 2.89 2.54 -80.6 -0.519 18.52 19.37 01a58414o0409o
58414.376893  18.610  0.273   131   36 o  0   0.75 341.47850  37.72398  1020.72  9572.70 3.33 2.82 -85.1 -0.463 18.48 19.37 01a58414o0410o
58415.427370  18.883  0.288   102   29 o  0   1.26 341.47850  37.72398  7249.22   773.47 2.66 2.59 -74.4 -0.403 18.33 18.70 02a58415o0071o
58415.436271  18.498  0.233   145   34 o  0   0.81 341.47850  37.72398  7234.72   733.08 2.38 2.31 -86.6 -0.447 18.38 18.66 02a58415o0089o
58416.329343  18.921  0.192    98   19 o  0   1.47 341.47850  37.72398   804.87  1203.62 1.99 1.72  42.8 -0.613 18.97 19.29 02a58416o0309o
58416.338591  18.550  0.175   138   24 o  0   1.04 341.47850  37.72398   773.76  1165.48 2.02 1.73  35.1 -0.605 18.91 19.28 02a58416o0329o
58416.339990  18.631  0.195   128   25 o  0   0.95 341.47850  37.72398   836.19  1241.84 2.05 1.79  38.4 -0.593 18.91 19.28 02a58416o0332o
58416.345551  19.111  0.257    82   21 o  0   0.93 341.47850  37.72398   865.26  1121.52 1.80 1.70  64.3 -0.612 18.87 19.27 02a58416o0344o
58420.362704  18.395  0.415   159   66 o  0   0.84 341.47850  37.72398  9955.90  1106.21 2.47 2.16  45.5 -0.462 18.04 18.65 02a58420o0093o
58420.380434 -13.360  8.786 -16441 144448 o  0   0.06 341.47850  37.72398    57.39   978.88 21.13 15.29   0.0 -0.136 11.85 13.21 02a58420o0131o
58423.340624  18.765  0.143   113   16 o  0   0.72 341.47850  37.72398  2120.67 10148.35 2.35 2.02  13.0 -0.470 19.56 20.76 02a58423o0326o
58423.349930  18.963  0.126    94   12 o  0   1.47 341.47850  37.72398  2103.47 10106.08 2.43 2.06  -3.3 -0.461 19.46 20.64 02a58423o0345o
58423.359771  18.669  0.096   124   12 o  0   1.49 341.47850  37.72398  2148.16 10182.22 2.46 2.11   8.9 -0.462 19.50 20.65 02a58423o0364o
58423.369852  18.550  0.097   138   13 o  0   0.99 341.47850  37.72398  2162.83 10062.95 2.39 1.98   3.4 -0.471 19.50 20.58 02a58423o0383o
58424.358156  19.116  0.112    82    9 c  0   1.12 341.47850  37.72398  7088.74   831.24 2.71 2.56  61.3 -0.402 19.66 21.44 02a58424o0370c
58424.364879  19.176  0.114    78    9 c  0   1.57 341.47850  37.72398  7057.34   790.89 2.81 2.59  55.7 -0.412 19.67 21.40 02a58424o0384c
58424.384181  18.924  0.117    98   12 c  0   0.91 341.47850  37.72398  7113.64   852.88 2.89 2.73 -69.2 -0.393 19.53 21.35 02a58424o0420c
58424.390488  19.119  0.123    82   10 c  0   1.07 341.47850  37.72398  7127.53   731.29 2.87 2.76  89.1 -0.389 19.57 21.35 02a58424o0431c
58426.348979  18.711  0.133   119   16 o  0   1.35 341.47850  37.72398   994.16  8475.66 3.21 2.77 -88.1 -0.422 19.22 20.80 01a58426o0096o
58426.357508  18.516  0.110   142   16 o  0   1.06 341.47850  37.72398  1011.00  8513.97 3.31 2.85 -86.5 -0.418 19.18 20.72 01a58426o0114o
58426.370405  18.789  0.143   111   16 o  0   1.37 341.47850  37.72398   947.90  8434.03 3.46 2.97 -86.9 -0.412 19.12 20.67 01a58426o0142o
58426.373810  18.729  0.139   117   16 o  0   1.25 341.47850  37.72398   934.12  8550.34 3.22 2.94 -78.7 -0.423 19.11 20.65 01a58426o0149o
58427.356970  19.009  0.116    90   10 c  0   1.04 341.47850  37.72398   433.24  9001.47 2.70 2.43   5.3 -0.422 19.60 21.38 02a58427o0162c
58427.367217  19.024  0.116    89   10 c  0   1.04 341.47850  37.72398   400.95  8962.72 2.62 2.40  -6.3 -0.428 19.64 21.38 02a58427o0183c
58427.368659  18.991  0.113    92   10 c  0   1.42 341.47850  37.72398  9801.71  9028.26 2.70 2.54  37.0 -0.431 19.66 21.43 02a58427o0186c
58427.377344  19.286  0.140    70   10 c  0   1.68 341.47850  37.72398   462.49  9037.47 2.78 2.44   9.1 -0.425 19.59 21.31 02a58427o0204c
58427.378999  19.236  0.138    73   10 c  0   1.25 341.47850  37.72398  9784.11  8988.70 2.72 2.51  32.9 -0.431 19.65 21.39 02a58427o0207c
58427.387553  19.153  0.130    79   10 c  0   1.26 341.47850  37.72398   480.31  8918.20 2.67 2.41   0.3 -0.429 19.60 21.29 02a58427o0225c
58427.389203  18.897  0.116   100   12 c  0   0.97 341.47850  37.72398  9846.22  9069.21 2.70 2.55  30.2 -0.434 19.61 21.35 02a58427o0228c
58427.399493  18.978  0.141    93   13 c  0   0.91 341.47850  37.72398  9860.91  8951.66 2.66 2.53  24.5 -0.427 19.58 21.32 02a58427o0249c
58432.345018  19.372  0.420    65   27 c  0   1.13 341.47850  37.72398  8452.84  2277.73 2.57 2.48  64.0 -0.416 18.40 19.87 02a58432o0345c
58432.356917  19.349  0.148    66   10 c  0   1.30 341.47850  37.72398  8420.63  2237.93 2.61 2.51  62.5 -0.411 19.53 21.29 02a58432o0371c
58432.357375  19.148  0.138    80   11 c  0   1.65 341.47850  37.72398  8481.87  2317.23 2.58 2.48  66.4 -0.414 19.38 21.11 02a58432o0372c
58432.362231  19.460  0.197    60   12 c  0   1.15 341.47850  37.72398  8511.92  2198.97 2.67 2.49 -59.1 -0.399 19.33 21.05 02a58432o0382c
58434.315011  18.605  0.123   131   16 o  0   0.98 341.47850  37.72398  8508.49  8090.69 4.30 3.11 -83.0 -0.391 19.28 21.16 01a58434o0295o
58434.327468  18.619  0.126   130   16 o  0   0.99 341.47850  37.72398  8555.21  8175.90 4.36 3.10 -85.9 -0.384 19.28 21.12 01a58434o0322o
58434.332773  18.754  0.121   114   14 o  0   1.14 341.47850  37.72398  8499.02  8119.49 3.57 2.79 -84.1 -0.427 19.30 21.14 01a58434o0333o
58434.346587  18.558  0.120   137   16 o  0   0.73 341.47850  37.72398  8490.56  8286.74 4.36 3.14 -85.7 -0.380 19.30 21.15 01a58434o0363o
58437.304780  19.015  0.332    90   30 o  0   1.06 341.47850  37.72398  7465.00  1065.96 3.47 3.31 -85.5 -0.412 18.42 19.60 01a58437o0241o
58437.315322  18.784  0.385   111   43 o  0   0.93 341.47850  37.72398  7492.78  1143.93 3.18 3.05 -84.8 -0.429 18.06 19.11 01a58437o0262o
58437.325775  18.578  0.162   134   22 o  0   0.93 341.47850  37.72398  7459.05  1105.42 3.27 3.12  83.2 -0.421 18.94 20.34 01a58437o0283o
58437.336371  18.833  0.648   106   69 o  0   1.26 341.47850  37.72398  7443.47  1262.19 3.13 2.93 -84.5 -0.436 17.28 18.30 01a58437o0304o
58438.321449  18.623  0.142   129   18 o  0   1.14 341.47850  37.72398   642.84 10017.71 3.14 2.66 -88.2 -0.494 19.05 20.47 01a58438o0307o
58438.327167  18.531  0.153   140   22 o  0   1.18 341.47850  37.72398   681.30 10078.10 3.23 2.79 -88.8 -0.485 18.93 20.27 01a58438o0319o
58438.340992 -15.863  0.997 -1640 1634 o  0   1.26 341.47850  37.72398   636.70 10048.64 3.20 2.67  87.9 -0.515 14.29 14.82 01a58438o0349o
58438.345318  17.459  1.058   377  399 o  0   1.32 341.47850  37.72398   611.37 10181.86 2.89 2.49 -82.4 -0.551 16.02 16.73 01a58438o0358o
58445.318102  17.903  0.259   250   65 o  0   1.08 341.47850  37.72398  8092.25  1878.90 4.02 3.94  58.5 -0.377 17.66 18.84 01a58445o0076o
58445.326748  18.644  0.335   126   42 o  0   1.07 341.47850  37.72398  8121.93  1947.78 4.30 3.94  87.5 -0.390 17.93 19.05 01a58445o0093o
58445.335603  19.713  1.015    47   48 o  0   1.10 341.47850  37.72398  8075.09  1901.29 4.13 3.95 -86.7 -0.379 17.90 18.90 01a58445o0110o
58445.344448  19.333  0.847    67   57 o  0   0.98 341.47850  37.72398  8077.01  2046.09 4.96 4.50 -88.8 -0.379 17.72 18.98 01a58445o0127o
58446.190052  19.307  0.469    69   32 o  0   1.31 341.47850  37.72398  8624.30 10442.44 3.82 3.09 -82.8 -0.474 18.35 19.61 01a58446o0007o
58446.209448 -17.771  1.383  -283  391 o  0   0.72 341.47850  37.72398  8594.21 10479.86 3.83 2.74 -80.5 -0.547 16.54 17.66 01a58446o0048o
58450.266557  18.919  0.160    98   16 o  0   0.93 341.47850  37.72398  8630.71  8443.89 4.28 3.35 -83.8 -0.382 19.15 21.11 01a58450o0193o
58450.273551  18.865  0.161   103   17 o  0   1.04 341.47850  37.72398  8654.54  8509.18 4.36 3.34 -83.7 -0.377 19.16 21.06 01a58450o0208o
58450.276802  18.980  0.172    93   16 o  0   1.11 341.47850  37.72398  8595.95  8445.10 4.02 3.13 -86.0 -0.392 19.18 20.99 01a58450o0215o
58450.289454  18.744  0.165   115   19 o  0   0.89 341.47850  37.72398  8599.54  8609.03 4.31 3.69 -83.8 -0.384 18.95 20.92 01a58450o0242o
58452.265823  18.883  0.077   102    8 o  0   2.32 341.47850  37.72398   274.84  2320.51 1.82 1.78  60.0 -0.498 19.54 21.00 02a58452o0191o
58452.273753  18.842  0.081   106    8 o  0   1.74 341.47850  37.72398   256.55  2281.38 1.73 1.66  60.8 -0.533 19.65 21.02 02a58452o0208o
58452.281584  18.821  0.088   108   10 o  0   1.10 341.47850  37.72398   317.64  2355.79 1.83 1.64  42.6 -0.530 19.61 20.97 02a58452o0225o
58452.289455  18.671  0.092   124   11 o  0   0.73 341.47850  37.72398   332.66  2237.08 2.14 1.85  41.9 -0.520 19.67 21.09 02a58452o0242o
58452.294680  18.743  0.078   116    9 o  0   1.78 341.47850  37.72398 10202.56  2374.50 2.27 1.99  44.2 -0.482 19.70 21.15 02a58452o0253o
58452.298943  18.920  0.115    98   11 o  0   1.29 341.47850  37.72398 10187.07  2333.29 2.29 1.99  43.1 -0.490 19.60 20.99 02a58452o0262o
58452.313289  18.802  0.088   110   10 o  0   2.35 341.47850  37.72398 10247.40  2413.15 2.55 2.09  43.5 -0.485 19.60 20.98 02a58452o0293o
58452.318162  18.837  0.114   106   12 o  0   1.10 341.47850  37.72398 10262.45  2294.33 2.19 1.95  38.5 -0.493 19.52 20.87 02a58452o0303o
58456.320963  19.088  0.108    84    9 c  0   1.32 341.47850  37.72398  8079.31  7132.05 2.76 2.71  28.1 -0.399 19.62 21.58 02a58456o0289c
58456.327323  19.197  0.129    76   10 c  0   1.11 341.47850  37.72398  8062.46  7092.37 2.74 2.70 -23.6 -0.396 19.60 21.56 02a58456o0302c
58456.342537  19.078  0.124    85   10 c  0   1.12 341.47850  37.72398  8122.89  7170.92 2.91 2.84  -1.0 -0.387 19.53 21.49 02a58456o0335c
58456.346049  19.153  0.125    79   10 c  0   1.33 341.47850  37.72398  8136.76  7054.92 2.84 2.78 -12.7 -0.389 19.55 21.46 02a58456o0342c
58458.251273  18.855  0.109   104   11 o  0   1.21 341.47850  37.72398  7532.03  3867.29 3.22 3.11  89.5 -0.417 19.42 21.45 01a58458o0105o
58458.259616  18.608  0.098   131   13 o  0   1.01 341.47850  37.72398  7574.22  3936.46 3.41 2.89  89.9 -0.428 19.39 21.46 01a58458o0123o
58458.267469  18.693  0.109   121   13 o  0   0.93 341.47850  37.72398  7523.38  3889.27 3.48 2.96  89.7 -0.424 19.40 21.45 01a58458o0140o
58458.275314  18.691  0.105   121   13 o  0   1.20 341.47850  37.72398  7521.43  4033.90 3.46 2.95 -87.6 -0.429 19.35 21.30 01a58458o0157o
58460.288834  19.114  0.108    82    9 c  0   1.57 341.47850  37.72398  2082.36  4779.62 2.96 2.91 -15.6 -0.405 19.52 21.67 02a58460o0224c
58460.299263  19.159  0.116    79    9 c  0   1.21 341.47850  37.72398  2050.35  4739.71 2.69 2.60  35.5 -0.408 19.57 21.60 02a58460o0245c
58460.305208  19.230  0.139    74   10 c  0   1.12 341.47850  37.72398  2110.47  4814.51 2.75 2.70 -40.4 -0.403 19.55 21.53 02a58460o0257c
58460.320814  18.923  0.107    98   10 c  0   1.23 341.47850  37.72398  2140.67  4699.25 3.03 2.96  31.4 -0.395 19.39 21.41 02a58460o0291c
58461.271361  17.771  1.023   283  289 o  0   0.09 341.47850  37.72398  8359.70    40.37 3.31 3.26 -48.7 -0.420 19.32 21.12 01a58461o0201o
58461.277773  18.877  0.134   102   14 o  0   1.31 341.47850  37.72398  8383.67   102.25 3.43 3.03  84.9 -0.452 19.31 21.08 01a58461o0214o
58461.285022 -19.088  0.294   -84   25 o  0   0.77 341.47850  37.72398  8333.50    50.01 3.26 2.99  86.2 -0.446 19.32 21.04 01a58461o0228o
58461.293150  18.724  0.137   118   16 o  0   0.82 341.47850  37.72398  8332.49   195.45 3.28 2.98  89.0 -0.443 19.25 20.93 01a58461o0244o
58462.251202  19.024  0.159    89   14 o  0   0.88 341.47850  37.72398   948.31  9773.02 3.16 2.66  86.2 -0.476 19.44 21.34 01a58462o0153o
58462.258644  18.843  0.133   105   14 o  0   1.12 341.47850  37.72398   973.37  9840.56 3.28 2.73  87.3 -0.476 19.35 21.22 01a58462o0169o
58462.266052  19.003  0.163    91   15 o  0   1.20 341.47850  37.72398   921.49  9788.50 3.28 2.84  84.5 -0.460 19.33 21.24 01a58462o0185o
58462.273480  18.880  0.125   102   13 o  0   1.54 341.47850  37.72398   916.17  9932.67 3.33 2.86 -87.1 -0.467 19.30 21.24 01a58462o0201o
58466.232896  18.827  0.116   107   12 o  0   1.17 341.47850  37.72398  2023.58  3926.15 2.80 2.70  60.0 -0.473 19.33 20.94 01a58466o0114o
58466.242207  18.627  0.112   129   14 o  0   1.08 341.47850  37.72398  2050.56  3999.73 3.00 2.90  29.4 -0.445 19.23 20.84 01a58466o0134o
58466.251513  18.763  0.123   114   14 o  0   1.04 341.47850  37.72398  2000.82  3955.56 2.80 2.70  20.4 -0.470 19.27 20.85 01a58466o0154o
58466.259841  18.812  0.130   108   14 o  0   0.95 341.47850  37.72398  1998.26  4101.55 2.95 2.85  25.6 -0.450 19.21 20.74 01a58466o0172o
58470.230755  19.312  2.256    68  154 o  0   0.92 341.47850  37.72398  5505.50  5850.62 3.78 3.42  24.8 -0.409 17.03 17.81 01a58470o0055o
58470.239653  17.763  1.617   285  461 o  0   1.40 341.47850  37.72398  5504.62  5999.39 3.47 3.31  29.3 -0.420 16.13 16.72 01a58470o0074o
58472.213416  18.924  0.188    98   18 o  0   1.08 341.47850  37.72398  3513.41  2824.02 2.43 2.35 -74.8 -0.435 18.89 19.59 02a58472o0066o
58472.222344  18.815  0.204   108   22 o  0   0.92 341.47850  37.72398  3478.97  2784.79 2.74 2.67 -74.5 -0.407 18.68 19.57 02a58472o0085o
58472.231268  18.602  0.166   132   22 o  0   1.05 341.47850  37.72398  3537.03  2861.57 2.84 2.68 -59.4 -0.405 18.67 19.54 02a58472o0104o
58472.240175  18.652  0.161   126   20 o  0   1.27 341.47850  37.72398  3565.44  2743.57 2.56 2.47 -63.9 -0.420 18.75 19.48 02a58472o0123o
58473.285868  18.717  0.378   118   45 o  0   1.08 341.47850  37.72398  9554.92  5989.39 4.16 2.96 -87.1 -0.427 18.31 19.18 01a58473o0216o
58473.290500  19.092  0.449    84   38 o  0   1.30 341.47850  37.72398   162.69  6083.57 3.14 2.79  83.1 -0.417 18.37 19.22 01a58473o0225o
58473.291937  18.817  0.415   108   45 o  0   1.36 341.47850  37.72398  9583.71  6044.17 4.16 3.06 -86.8 -0.419 18.32 19.13 01a58473o0228o
58473.296926  18.716  0.305   118   36 o  0   1.40 341.47850  37.72398   191.39  6140.54 3.23 2.94  82.0 -0.400 18.32 19.19 01a58473o0238o
58473.298350  19.171  0.620    78   48 o  0   1.33 341.47850  37.72398  9550.26  5985.13 4.10 3.06 -85.3 -0.422 18.31 19.12 01a58473o0241o
58473.305014  18.693  0.381   121   46 o  0   1.19 341.47850  37.72398   145.55  6083.27 3.43 3.14  80.4 -0.394 18.27 19.15 01a58473o0254o
58473.306591  18.750  0.463   115   53 o  0   1.05 341.47850  37.72398  9539.62  6122.41 4.24 3.11 -86.6 -0.416 18.23 19.06 01a58473o0257o
58473.314774  19.031  0.489    89   43 o  0   1.19 341.47850  37.72398   152.58  6223.00 3.29 2.93  79.8 -0.395 18.25 19.09 01a58473o0273o
58474.255539  18.689  0.345   121   42 o  0   0.96 341.47850  37.72398  9499.87  5906.87 3.44 2.82 -85.6 -0.459 18.35 19.24 01a58474o0155o
58474.263609  19.366  0.711    65   46 o  0   1.02 341.47850  37.72398  9531.18  5970.55 3.72 2.74 -85.5 -0.452 18.39 19.20 01a58474o0172o
58474.264560 -20.502  1.414   -23   32 o  0   2.14 341.47850  37.72398   117.29  6014.81 2.84 2.82 -30.6 -0.424 18.42 19.27 01a58474o0174o
58474.271267  19.256  0.549    72   40 o  0   1.08 341.47850  37.72398  9500.18  5918.74 3.49 2.77 -85.5 -0.458 18.33 19.15 01a58474o0188o
58474.271727  18.776  0.352   112   40 o  0   1.04 341.47850  37.72398   146.80  6077.31 2.87 2.61  85.9 -0.440 18.36 19.22 01a58474o0189o
58474.278502  19.179  0.723    77   56 o  0   0.82 341.47850  37.72398  9485.59  6057.61 3.76 2.77 -84.9 -0.448 18.28 19.12 01a58474o0203o
58474.279424  18.800  0.382   110   42 o  0   1.02 341.47850  37.72398    98.86  6022.04 2.87 2.63  82.4 -0.424 18.39 19.18 01a58474o0205o
58474.286513  18.382  0.299   161   48 o  0   1.11 341.47850  37.72398    98.36  6158.37 2.97 2.74  84.0 -0.422 18.28 19.15 01a58474o0220o
58476.200412  19.222  2.250    74  167 H  0   1.50 341.47850  37.72398  3945.57  6695.01 2.43 2.40   9.1 -0.445 16.38 19.46 02a58476o0028H
58478.205846  18.911  0.165    99   16 o  0   1.07 341.47850  37.72398  5085.46  2006.16 3.85 3.21   1.6 -0.424 19.12 20.82 01a58478o0026o
58478.214434  18.962  0.172    94   16 o  0   0.91 341.47850  37.72398  5113.75  2077.65 3.81 3.20  -1.0 -0.423 19.28 21.17 01a58478o0044o
58478.223274  18.698  0.113   120   14 o  0   1.06 341.47850  37.72398  5064.31  2032.04 3.37 3.00   0.3 -0.432 19.37 21.21 01a58478o0063o
