3.198948169270840026e+03 -1.628562999999999983e-17
3.200020933667509780e+03 -5.156145999999999550e-19
3.201093698064179989e+03 -3.658060000000000394e-17
3.202166462460840194e+03 -4.322339000000000247e-17
3.203239226857509948e+03 6.690978999999999994e-17
3.204311991254180157e+03 1.220500999999999881e-16
3.205384755650849911e+03 7.017425000000000083e-17
3.206457520047510116e+03 3.882866000000000151e-17
3.207530284444179870e+03 -2.153883000000000205e-17
3.208603048840850079e+03 6.191336000000000318e-17
3.209675813237519833e+03 1.731825000000000104e-17
3.210748577634180037e+03 1.513152000000000251e-17
3.211821342030849792e+03 5.025900000000000351e-17
3.212894106427520001e+03 -2.814071000000000131e-17
3.213966870824190210e+03 7.081518000000000255e-17
3.215039635220849959e+03 6.713940000000000191e-17
3.216112399617520168e+03 1.979715000000000100e-17
3.217185164014189922e+03 2.894856000000000121e-17
3.218257928410860131e+03 3.922128000000000305e-17
3.219330692807519881e+03 4.579313000000000402e-17
3.220403457204190090e+03 4.365172000000000272e-17
3.221476221600859844e+03 -1.617810999999999996e-18
3.222548985997530053e+03 -1.526768999999999953e-18
3.223621750394189803e+03 7.696589000000000916e-17
3.224694514790860012e+03 4.558647000000000546e-17
3.225767279187530221e+03 -1.831398999999999849e-18
3.226840043584199975e+03 1.840273000000000223e-17
3.227912807980860180e+03 4.206126000000000078e-17
3.228985572377529934e+03 3.394911000000000193e-17
3.230058336774200143e+03 2.024208000000000161e-17
3.231131101170869897e+03 6.972950000000000479e-17
3.232203865567530102e+03 4.858327999999999992e-18
3.233276629964199856e+03 2.336872000000000056e-17
3.234349394360870065e+03 1.873111000000000171e-17
3.235422158757539819e+03 -4.453123000000000614e-17
3.236494923154200023e+03 -3.897472000000000210e-17
3.237567687550869778e+03 3.512706000000000266e-17
3.238640451947539987e+03 1.587925000000000123e-17
3.239713216344210196e+03 -2.299181000000000246e-17
3.240785980740869945e+03 5.576347999999999812e-18
3.241858745137540154e+03 -1.284598000000000134e-17
3.242931509534209908e+03 1.957361000000000011e-17
3.244004273930880117e+03 -1.132816000000000059e-17
3.245077038327539867e+03 -3.363575000000000377e-17
3.246149802724210076e+03 -2.393611000000000136e-17
3.247222567120879830e+03 -1.082338000000000103e-17
3.248295331517550039e+03 -8.416417999999999831e-18
3.249368095914209789e+03 -1.743005000000000071e-17
3.250440860310879998e+03 1.304410000000000133e-17
3.251513624707550207e+03 3.739481000000000509e-17
3.252586389104219961e+03 1.851152000000000147e-17
3.253659153500880166e+03 2.314228000000000179e-18
3.254731917897549920e+03 6.487067000000000951e-17
3.255804682294220129e+03 7.866870999999999430e-19
3.256877446690889883e+03 1.078451000000000117e-17
3.257950211087550088e+03 4.257482000000000192e-18
3.259022975484219842e+03 3.134984000000000451e-17
3.260095739880890051e+03 4.185353000000000381e-17
3.261168504277559805e+03 1.447619000000000186e-17
3.262241268674220009e+03 5.626957000000000372e-18
3.263314033070890218e+03 -1.770137000000000275e-17
3.264386797467559973e+03 -2.384501000000000344e-17
3.265459561864230182e+03 -1.146540000000000064e-17
3.266532326260889931e+03 -1.182283999999999972e-18
3.267605090657560140e+03 -5.267794999999999556e-19
3.268677855054229894e+03 -2.085442000000000154e-17
3.269750619450900103e+03 1.429737000000000145e-17
3.270823383847559853e+03 4.792819000000000381e-18
3.271896148244230062e+03 1.527920000000000110e-17
3.272968912640899816e+03 4.920869000000000251e-18
3.274041677037570025e+03 -6.918105999999999090e-20
3.275114441434229775e+03 1.927329000000000231e-17
3.276187205830899984e+03 2.554344000000000126e-17
3.277259970227570193e+03 3.490472000000000450e-17
3.278332734624239947e+03 5.540054999999999908e-18
3.279405499020900152e+03 2.126916000000000108e-18
3.280478263417569906e+03 4.556866000000000109e-17
3.281551027814240115e+03 -1.019753000000000062e-17
3.282623792210899865e+03 -1.332485000000000040e-17
3.283696556607570074e+03 2.550624000000000272e-17
3.284769321004239828e+03 3.870507000000000447e-17
3.285842085400910037e+03 -3.207206999999999978e-17
3.286914849797569786e+03 -2.135496000000000181e-17
3.287987614194239995e+03 2.521649000000000317e-17
3.289060378590910204e+03 -6.103998999999999748e-18
3.290133142987579959e+03 3.241139999999999996e-17
3.291205907384240163e+03 3.135746000000000078e-17
3.292278671780909917e+03 -5.274624999999999773e-18
3.293351436177580126e+03 3.285889000000000188e-17
3.294424200574249880e+03 -1.130099000000000045e-17
3.295496964970920089e+03 2.725861000000000198e-17
