3.142070099999999911e+03 1.279530000000000001e-17 4.054530000000000134e-16 5.085389999999999716e-17 1.000000000000000000e+00 2.031579999999999870e+02 1.665560000000000000e+14 0.000000000000000000e+00
3.143171400000000176e+03 1.821700000000000098e-17 4.733719999999999738e-16 5.179589999999999723e-17 2.000000000000000000e+00 2.031589999999999918e+02 1.686950000000000000e+14 0.000000000000000000e+00
3.144273200000000088e+03 -5.746939999999999713e-17 4.640780000000000046e-16 4.954180000000000243e-17 3.000000000000000000e+00 2.031610000000000014e+02 1.708940000000000000e+14 0.000000000000000000e+00
3.145375199999999950e+03 4.775640000000000729e-18 4.018489999999999947e-16 4.899539999999999738e-17 4.000000000000000000e+00 2.031620000000000061e+02 1.731920000000000000e+14 0.000000000000000000e+00
3.146477800000000116e+03 4.960989999999999977e-17 4.661280000000000083e-16 5.059579999999999697e-17 5.000000000000000000e+00 2.031639999999999873e+02 1.756860000000000000e+14 0.000000000000000000e+00
3.147580599999999777e+03 2.883509999999999843e-17 5.165010000000000283e-16 5.055389999999999722e-17 6.000000000000000000e+00 2.031659999999999968e+02 1.783920000000000000e+14 0.000000000000000000e+00
3.148683799999999792e+03 1.597229999999999936e-17 5.177190000000000414e-16 4.967699999999999844e-17 7.000000000000000000e+00 2.031670000000000016e+02 1.813470000000000000e+14 0.000000000000000000e+00
3.149787400000000162e+03 -2.097310000000000128e-17 4.446759999999999903e-16 4.681949999999999959e-17 8.000000000000000000e+00 2.031690000000000111e+02 1.846180000000000000e+14 0.000000000000000000e+00
3.150891099999999824e+03 -9.762999999999999588e-17 4.509600000000000348e-16 4.465350000000000048e-17 9.000000000000000000e+00 2.031709999999999923e+02 1.882290000000000000e+14 0.000000000000000000e+00
3.151995399999999790e+03 -4.312239999999999790e-17 4.867300000000000224e-16 4.573200000000000287e-17 1.000000000000000000e+01 2.031719999999999970e+02 1.920430000000000000e+14 0.000000000000000000e+00
3.153100100000000111e+03 1.842550000000000107e-17 4.161169999999999930e-16 4.480120000000000163e-17 1.100000000000000000e+01 2.031740000000000066e+02 1.960300000000000000e+14 0.000000000000000000e+00
3.154204799999999977e+03 -9.103999999999999628e-17 4.431100000000000157e-16 4.240770000000000277e-17 1.200000000000000000e+01 2.031759999999999877e+02 2.001100000000000000e+14 0.000000000000000000e+00
3.155310300000000097e+03 7.574869999999999815e-17 4.294930000000000057e-16 4.472059999999999914e-17 1.300000000000000000e+01 2.031779999999999973e+02 2.041740000000000000e+14 0.000000000000000000e+00
3.156415800000000218e+03 4.480790000000000329e-18 3.873690000000000039e-16 4.183239999999999937e-17 1.400000000000000000e+01 2.031790000000000020e+02 2.082420000000000000e+14 0.000000000000000000e+00
