3.203171183593759906e+03 7.831884000000000781e-17
3.203782531745920096e+03 9.979427000000001064e-17
3.204393879898079831e+03 8.539278000000000423e-18
3.205005228050240021e+03 6.513260000000001040e-17
3.205616576202400211e+03 2.257131999999999893e-16
3.206227924354559946e+03 3.350348999999999983e-16
3.206839272506720135e+03 2.733177000000000352e-17
3.207450620658879870e+03 -3.702034000000000219e-17
3.208061968811040060e+03 1.484245000000000071e-16
3.208673316963199795e+03 8.970948000000000223e-17
3.209284665115359985e+03 -3.147260000000000308e-17
3.209896013267520175e+03 -5.206968000000000318e-17
3.210507361419689914e+03 9.194290000000000401e-17
3.211118709571850104e+03 1.647928000000000003e-16
3.211730057724009839e+03 1.334223999999999935e-16
3.212341405876170029e+03 3.047012000000000192e-17
3.212952754028330219e+03 -3.901339000000000407e-17
3.213564102180489954e+03 2.096377999999999924e-16
3.214175450332650144e+03 1.549508000000000060e-17
3.214786798484809879e+03 2.240533999999999914e-16
3.215398146636970068e+03 1.098181999999999939e-16
3.216009494789129803e+03 -5.820888000000000515e-17
3.216620842941289993e+03 -1.075529999999999946e-16
3.217232191093450183e+03 4.723606000000000502e-17
3.217843539245609918e+03 1.552036000000000051e-16
3.218454887397770108e+03 3.051783000000000334e-17
3.219066235549929843e+03 1.795123999999999940e-16
3.219677583702100037e+03 1.410436999999999947e-16
3.220288931854260227e+03 2.061864999999999929e-16
3.220900280006419962e+03 5.026678000000000178e-17
3.221511628158580152e+03 1.061312000000000042e-16
3.222122976310739887e+03 6.795606000000000570e-17
3.222734324462900076e+03 -1.474886999999999939e-16
3.223345672615059812e+03 7.952446000000000648e-17
3.223957020767220001e+03 2.188712000000000006e-16
3.224568368919380191e+03 6.344183000000000472e-17
3.225179717071539926e+03 -8.077228000000000636e-18
3.225791065223700116e+03 -1.458937999999999963e-16
3.226402413375859851e+03 -8.062711000000000269e-18
3.227013761528020041e+03 9.224768000000000618e-17
3.227625109680179776e+03 1.416726999999999996e-16
3.228236457832339966e+03 2.233323000000000022e-16
3.228847805984500155e+03 1.653637999999999952e-16
3.229459154136659890e+03 8.065600000000000593e-17
3.230070502288830085e+03 -2.721334000000000191e-17
3.230681850440989820e+03 -4.862390000000000209e-17
3.231293198593150009e+03 3.941620000000000139e-17
3.231904546745310199e+03 9.272635000000000888e-17
3.232515894897469934e+03 6.106029000000000961e-17
3.233127243049630124e+03 2.309405000000000077e-17
3.233738591201789859e+03 -3.581873000000000261e-18
3.234349939353950049e+03 6.543646000000000564e-17
3.234961287506109784e+03 -5.179220000000000395e-17
3.235572635658269974e+03 4.588998000000000208e-17
3.236183983810430163e+03 1.809504999999999956e-16
3.236795331962589898e+03 9.487764000000000632e-17
3.237406680114750088e+03 4.844803000000000674e-17
3.238018028266909823e+03 7.713045000000000084e-17
3.238629376419070013e+03 1.123023000000000006e-16
3.239240724571240207e+03 -5.512544000000000301e-17
3.239852072723399942e+03 1.675661999999999982e-16
3.240463420875560132e+03 2.946746000000000236e-17
3.241074769027719867e+03 2.132398000000000199e-17
3.241686117179880057e+03 8.833397000000001007e-17
3.242297465332039792e+03 2.706588999999999889e-18
3.242908813484199982e+03 1.233057999999999930e-16
